triple,sentence,shape,shape_type,size
Aztaland_Airspace city Solares Belstone_Airfield elevationAboveTheSeaLevel 4724.11 Belstone_Airfield operatingOrganisation Aztaland_Airspace Belstone_Airfield runwayLength 5122.27 ,,(X (X) (X) (X (X))),mixed,4
Slobat manufacturer Clearwater_Falls ,,(X (X)),NA,1
Krant_Nemol almaMater Wilsden_College Krant_Nemol birthDate November_30_1922 ,,(X (X) (X)),sibling,2
Brevin_Jakule deathPlace Cryzol Brevin_Jakule deathPlace Admenth Cryzol longName Tralene Brevin_Jakule nationality Cryzol Cryzol populationDensity 900.43 ,,(X (X) (X (X) (X)) (X (X) (X))),mixed,5
"Tujir anthem ""No_More_Tears_to_Cry"" Tujir anthem ""Lullapippi"" Krant_Nemol birthDate April_4_1954 Krant_Nemol birthPlace Tujir Krant_Nemol deathDate March_12_2003 ",,(X (X) (X) (X (X) (X))),mixed,5
Graimond ceremonialCounty Thilpon ,,(X (X)),NA,1
Aidah_Lerel birthDate September_20_1985 ,,(X (X)),NA,1
Bountific service Master_Biologist ,,(X (X)),NA,1
Summervale_Academy campus Sorsen Summervale_Academy city Helgor_Entertainment_Network_Cluster Summervale_Academy director Rhabadine_Valley Davivo location Ferligar Summervale_Academy wasGivenTheTechnicalCampusStatusBy Davivo ,,(X (X) (X) (X) (X (X))),mixed,5
Zoogren_Stav birthDate October_15_1966 Zoogren_Stav citizenship Truvoah Zoogren_Stav residence Voohini ,,(X (X) (X) (X)),sibling,3
Plumful_Platter country Leryon Plumful_Platter course Thimashi Leryon leader Dantor_Pauran ,,(X (X) (X (X))),mixed,3
Burelld leaderTitle Aethila_Orbitar Krant_Nemol residence Burelld ,,(X (X (X))),chain,2
Stringsmile followedBy Glatte Stringsmile precededBy Vatphyrd ,,(X (X) (X)),sibling,2
"Socal_Amell birthPlace fatsen Socal_Amell doctoralAdvisor ""A_Quantitative_Critical_Study_of_Big_Data_and_Bias"" Socal_Amell knownFor Zemosik Socal_Amell knownFor Philoral_Theorem Socal_Amell professionalField Charverk's_Irrefutable_Law_ofDualism ",,(X (X) (X) (X) (X) (X)),sibling,5
Marquelal genre Quickpulse ,,(X (X)),NA,1
Croymall precededBy Nynarrows ,,(X (X)),NA,1
Parem_Ripin birthDate October_19_1949 Parem_Ripin birthPlace Naleria Parem_Ripin citizenship Naleria Parem_Ripin residence Nerdsin ,,(X (X) (X) (X) (X)),sibling,4
Chidurynn_Division champions Dommenroses_Revolutionaries Castela_City_Eagles ground Glidedrift_Stadium Castela_City_Eagles league Chidurynn_Division Castela_City_Eagles numberOfMembers 469.98 ,,(X (X) (X) (X (X))),mixed,4
Elignoth_Schade award Wunsei Elignoth_Schade birthPlace Jomarian ,,(X (X) (X)),sibling,2
Coltion_Gowvan professionalField Vithmium ,,(X (X)),NA,1
Sprightly_Networks type Opulocal ,,(X (X)),NA,1
Bihorel_University city Tessaunt Tessaunt elevationAboveTheSeaLevel 1645.93 Bihorel_University numberOfStudents 4479.43 ,,(X (X) (X (X))),mixed,3
"Wrath_of_Thunder author Roeran_Nadays Wrath_of_Thunder followedBy ""The_Curse_of_the_Unknowable_Forest"" Wrath_of_Thunder literaryGenre Zaiposse Wrath_of_Thunder publisher Dalton_Publishing ",,(X (X) (X) (X) (X)),sibling,4
Wrath_of_the_Wolves distributor Flickrunners Wrath_of_the_Wolves distributor Artizens_Industries Artizens_Industries service Nolopin Artizens_Industries service Plasmacaster ,,(X (X) (X (X) (X))),mixed,4
Clearwater_College campus Crosta Clearwater_College country Akulon Clearwater_College director Olivya Clearwater_College established 12237 Stoplay location Syrseron Clearwater_College wasGivenTheTechnicalCampusStatusBy Stoplay ,,(X (X) (X) (X) (X) (X (X))),mixed,6
Fironia_Towx almaMater Laugmoer_University Fironia_Towx birthDate July_20_1979 Fironia_Towx knownFor Perforder_Alignment Fironia_Towx professionalField Bichetization ,,(X (X) (X) (X) (X)),sibling,4
Plumful_Platter country Mevria Mevria currency Jiujior Mevria demonym Jilons Plumful_Platter ingredient Sugerie Plumful_Platter region Las_Principaleda ,,(X (X) (X) (X (X) (X))),mixed,5
Lumara architect Yiprun_Iriles Lumara currentTenants Vydingley_Business_School Lumara owner Endora_Polyscientific_Institute ,,(X (X) (X) (X)),sibling,3
The_Righteous_Path director Aloro_Zon The_Righteous_Path editing Anix_Tisge The_Righteous_Path musicComposer Isca_Anxin The_Righteous_Path producer Royne_Balre The_Righteous_Path releaseDate June_24_1949 The_Righteous_Path runtime 288.12 The_Righteous_Path writer Royne_Balre ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Quarvona motto Vox_Vis_Vox ,,(X (X)),NA,1
Cluzzot genre Vibrave Cluzzot genre Roogrunge Cluzzot releaseDate November_6_1935 ,,(X (X) (X) (X)),sibling,3
Hilbron genre Overhype Hilbron precededBy Infrachords ,,(X (X) (X)),sibling,2
High_Altude_Systems city Portusas Noduku_Airport elevationAboveTheSeaLevel 902.51 Noduku_Airport location Pavornia Noduku_Airport operatingOrganisation High_Altude_Systems Noduku_Airport runwayName 15C/31B ,,(X (X) (X) (X) (X (X))),mixed,5
Sliman_Sing almaMater Anvaya_Institute_for_Advanced_Combat_Studies Sliman_Sing birthPlace Witmerr ,,(X (X) (X)),sibling,2
Lohant_Taelyn birthDate September_19_1927 Lohant_Taelyn birthName Saham_Fliind Lohant_Taelyn birthPlace Sunlenburg ,,(X (X) (X) (X)),sibling,3
Shanteer_Trilan birthDate May_5_2002 ,,(X (X)),NA,1
Mallen_Reyvas foundationPlace Slinkjump Mallen_Reyvas foundingDate April_16_2016 Mallen_Reyvas industry Quiblon Mallen_Reyvas location Ianson ,,(X (X) (X) (X) (X)),sibling,4
Bimaer_Investments keyPerson Quaserator ,,(X (X)),NA,1
Visions_of_Fortune director Ayre_Zhirina ,,(X (X)),NA,1
Meruroros_Athletic ground Melody_Coliseum Meruroros_Athletic league Ingretia_Shield Melody_Coliseum location Zoresca Meruroros_Athletic numberOfMembers 1147.87 Meruroros_Athletic season 2073-74_Bright_Surge_Series ,,(X (X) (X) (X) (X (X))),mixed,5
Dazemoor country Corlaki Dazemoor elevationAboveTheSeaLevel 1704.69 Dazemoor isPartOf Tirella Dazemoor populationDensity 3943.99 Dazemoor populationMetro 3054.56 Dazemoor timeZone UTC+04:04 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Final_Cut_Frenzy director Nipher_Ylize Final_Cut_Frenzy editing Nipher_Ylize Final_Cut_Frenzy musicComposer Brevin_Jakule Final_Cut_Frenzy producer Kevalon_Nemes Final_Cut_Frenzy releaseDate December_29_1926 Final_Cut_Frenzy runtime 553.15 ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Dawn_of_the_Unknown cinematography Arrya_Nihte Dawn_of_the_Unknown editing Novou_Krosle Dawn_of_the_Unknown musicComposer Cantan_Joron Dawn_of_the_Unknown producer Mallen_Reyvas Dawn_of_the_Unknown writer Mallen_Reyvas ,,(X (X) (X) (X) (X) (X)),sibling,5
Alynils_Retailers foundationPlace Monzarow Monzarow leaderTitle The_Council_of_Warriors ,,(X (X (X))),chain,2
Voqril_Ervel birthDate June_16_1997 Voqril_Ervel birthPlace Ryterno Voqril_Ervel deathPlace Shamark Voqril_Ervel nationality Erysta ,,(X (X) (X) (X) (X)),sibling,4
Banagran_Inc. foundingDate July_19_1978 Banagran_Inc. industry Cuosonic Banagran_Inc. keyPerson Guarguru Banagran_Inc. location Harloi Banagran_Inc. netIncome 3424.60 Banagran_Inc. product Naphrinic ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Bon-Mariage_University numberOfDoctoralStudents 3734 Bon-Mariage_University numberOfPostgraduateStudents 4132.78 Bon-Mariage_University numberOfStudents 3102.67 Bon-Mariage_University numberOfUndergraduateStudents 2989.47 Bon-Mariage_University staff 2262.17 ,,(X (X) (X) (X) (X) (X)),sibling,5
Skiffhaven_International elevationAboveTheSeaLevel 595.76 Skiffhaven_International location Naviengra Skiffhaven_International operatingOrganisation Beacon_Navigations ,,(X (X) (X) (X)),sibling,3
Crungenn areaCode 24288 ,,(X (X)),NA,1
"Race_of_Courage author Jakarso_Sminex Race_of_Courage followedBy ""Whispers_of_the_Demonspawn"" Race_of_Courage publisher Parigo_Publications ",,(X (X) (X) (X)),sibling,3
Brevin_Jakule birthYear 2537 Ohmrowon starring Brevin_Jakule ,,(X (X (X))),chain,2
Jorja_Zerne birthDate February_7_2635 Jorja_Zerne deathPlace Vergenetsk Jorja_Zerne knownFor Antior's_Equation ,,(X (X) (X) (X)),sibling,3
Hadrion meaning Nornsar ,,(X (X)),NA,1
Hyperthump followedBy Glimngle ,,(X (X)),NA,1
Flicoy-lamp country Valenda Flicoy-lamp location Wernsville_County ,,(X (X) (X)),sibling,2
Montvallon_University campus Mairizil Montvallon_University city Mairizil Montvallon_University numberOfDoctoralStudents 23450 Montvallon_University staff 4755.63 ,,(X (X) (X) (X) (X)),sibling,4
"Viebberto precededBy ""Invasion_of_the_Unwanted"" ",,(X (X)),NA,1
Preese_Ligature category Mosheen_Forge Preese_Ligature country Kalystia Preese_Ligature established 24320 Cerakeld_County hasToItsSoutheast Brightmount_County Cerakeld_County hasToItsWest Arnold_County Preese_Ligature location Cerakeld_County Preese_Ligature municipality Desthore ,,(X (X) (X) (X) (X) (X (X) (X))),mixed,7
Fyorona areaTotal 1822.11 Shanteer_Trilan birthDate February_11_1991 Shanteer_Trilan citizenship Fyorona Shanteer_Trilan influencedBy Brineon_Darka ,,(X (X) (X) (X (X))),mixed,4
Sharlzee country Wysonia ,,(X (X)),NA,1
Bountific keyPerson Mallen_Reyvas ,,(X (X)),NA,1
Dantor_Pauran birthDate May_28_1987 Dantor_Pauran birthPlace Ranhant Dantor_Pauran deathPlace Fynryle ,,(X (X) (X) (X)),sibling,3
Noxxus assembly Glarvser Noxxus bodyStyle Quodence Noxxus productionEndYear 9962 ,,(X (X) (X) (X)),sibling,3
Olivestone_College campus Krushka Olivestone_College city Liceris_Aerospace_Cluster Olivestone_College director Nyamir Liceris_Aerospace_Cluster founder Nash_Zuenir Stoplay location Ilternan Olivestone_College state Negarton Olivestone_College wasGivenTheTechnicalCampusStatusBy Stoplay ,,(X (X) (X) (X) (X (X)) (X (X))),mixed,7
Nipher_Ylize almaMater Paraax_College_of_Logistics Nipher_Ylize birthDate February_17_1968 Nipher_Ylize birthPlace Torinla Nipher_Ylize deathPlace Baltorin Nipher_Ylize nationality Erysta Nipher_Ylize servedAsChiefOfTheAstronautOfficeIn 2962 Nipher_Ylize status Lumination ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Tranwinz artist Azure_Element Tranwinz genre Jitterlytic Tranwinz precededBy Luniferation Tranwinz producer Azure_Element Tranwinz recordLabel Timeless_Serenades Tranwinz recordLabel Beat_Emporium Tranwinz runtime 3424.60 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Rimorch_Division country Loruke Hanis_Wildcats ground Mystic_Domes Hanis_Wildcats league Rimorch_Division Hanis_Wildcats numberOfMembers 1057.22 ,,(X (X) (X) (X (X))),mixed,4
Zannes_Sorem birthDate March_14_1944 Zannes_Sorem birthPlace Rosseleisen Zannes_Sorem deathDate May_6_1998 ,,(X (X) (X) (X)),sibling,3
Ouashti_Osarum deathPlace Raemire ,,(X (X)),NA,1
Plinkain timeZone UTC+11:23 ,,(X (X)),NA,1
"Sunset_of_Innocence author Zozo_Isandria Sunset_of_Innocence followedBy ""Hex_of_the_Mountain_Witch"" Sunset_of_Innocence releaseDate August_15_1910 ",,(X (X) (X) (X)),sibling,3
Reppon_Waysta cityServed Sparker_Crossroads Reppon_Waysta elevationAboveTheSeaLevel 1645.93 Reppon_Waysta icaoLocationIdentifier Southstom_Station Reppon_Waysta location Penrowbridge ,,(X (X) (X) (X) (X)),sibling,4
Racso_Delain birthDate October_11_1975 Racso_Delain mission Plutos_808-II ,,(X (X) (X)),sibling,2
Baba_Anate birthPlace Mevria Giroagel director Baba_Anate ,,(X (X (X))),chain,2
Order_of_the_Gun director Racso_Delain Order_of_the_Gun distributor Lucernia_Technologies Lucernia_Technologies keyPerson Lohant_Taelyn Lucernia_Technologies keyPerson Balamor_Donae Order_of_the_Gun starring Telion_Trame ,,(X (X) (X) (X (X) (X))),mixed,5
Festixxo followedBy U̕nkṗowễn_Shores ,,(X (X)),NA,1
Racso_Delain birthDate August_3_1956 Uprising_on_the_Horizon producer Racso_Delain ,,(X (X (X))),chain,2
Parem_Ripin associatedBand/associatedMusicalArtist Ayre_Zhirina Parem_Ripin genre Oontzciao ,,(X (X) (X)),sibling,2
Etoumon recordLabel Sonic_Reveries ,,(X (X)),NA,1
Bailative absoluteMagnitude 2792.11 Bailative discovered June_25_1823 Bailative discoverer Quintin_Yoson ,,(X (X) (X) (X)),sibling,3
KinsMixin_Orsh birthDate February_6th_1743 KinsMixin_Orsh deathPlace Lodena ,,(X (X) (X)),sibling,2
Delmardis_Warriors league Ghastor_Freedom_Cup Delmardis_Warriors nickname Krille ,,(X (X) (X)),sibling,2
Henes_Kimel club Rousaun_Wildcats Rousaun_Wildcats ground Kuzadori Henes_Kimel youthclub Milmont_Revolutionaries ,,(X (X) (X (X))),mixed,3
Little_Karm almaMater Anvaya_Institute_for_Advanced_Combat_Studies Little_Karm deathPlace Moncrol ,,(X (X) (X)),sibling,2
Hylliddl_Steppes elevationAboveTheSeaLevel 1254.01 Hylliddl_Steppes runwayLength 1645.93 Hylliddl_Steppes runwayName Jijor ,,(X (X) (X) (X)),sibling,3
Brineon_Darka birthDate March_29_1929 Brineon_Darka birthPlace Schnellbach Brineon_Darka deathDate May_19_1887 Brineon_Darka deathPlace Ernvala Brineon_Darka nationality Ernvala ,,(X (X) (X) (X) (X) (X)),sibling,5
Devomamp country Sreptah Sreptah leaderTitle Grand_Petitions_Officer ,,(X (X (X))),chain,2
Barkelyl governmentType The_Plutocracy_of_Berkburg Barkelyl populationDensity 3131.91 Barkelyl populationMetro 1743.67 Barkelyl utcOffset Panloni ,,(X (X) (X) (X) (X)),sibling,4
Yocuim_Ticor almaMater Rarvale_University ,,(X (X)),NA,1
Eventenon_United country Olieria Lanieersgill_Hotspurs fullName Katerasshotspurs Lanieersgill_Hotspurs ground Harmonyball_Park Lanieersgill_Hotspurs league Eventenon_United Harmonyball_Park location Accede Lanieersgill_Hotspurs numberOfMembers 1212.21 ,,(X (X) (X) (X (X)) (X (X))),mixed,6
Secret_of_the_Long_Sleep budget 3102.67 Secret_of_the_Long_Sleep director Ranor_Ondale Secret_of_the_Long_Sleep editing Rupam Secret_of_the_Long_Sleep gross 1474.09 Secret_of_the_Long_Sleep runtime 2149.12 Secret_of_the_Long_Sleep writer Ranor_Ondale ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Frox_Haria birthPlace Palacor Belmadof musicComposer Frox_Haria ,,(X (X (X))),chain,2
Krant_Nemol club Houtle_United Pyresos_Sporting ground Krajina_Stadium Houtle_United manager Yiprun_Iriles Krant_Nemol youthclub Pyresos_Sporting ,,(X (X (X)) (X (X))),mixed,4
Greyno_Ash award Valiant_Sacrifice_Award Greyno_Ash birthDate March_26_2002 Greyno_Ash birthPlace Tronlea Greyno_Ash deathPlace Snovayne Greyno_Ash nationality Veestun Greyno_Ash selectedByNasa 4721 Greyno_Ash servedAsChiefOfTheAstronautOfficeIn 2537 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
Undinee followedBy Nine_Lives_Motion_Pictures Nine_Lives_Motion_Pictures producer Royne_Balre Undinee producer Anasyshe ,,(X (X) (X (X))),mixed,3
Keithiere_Point elevationAboveTheSeaLevel 837.47 Keithiere_Point runwayLength 851.74 ,,(X (X) (X)),sibling,2
Donblair artist Change_Nazis Change_Nazis formerBandMember Ayre_Zhirina Sonic_Queen parentCompany Asterisms_News_Channel Donblair recordLabel Sonic_Queen ,,(X (X (X)) (X (X))),mixed,4
Parterin populationDensity 1144.43 Parterin populationMetro 3553.94 ,,(X (X) (X)),sibling,2
Ouashti_Osarum birthDate September_3_1975 Ouashti_Osarum birthPlace Jolunia Ouashti_Osarum citizenship Jolunia Ouashti_Osarum nationality Jedonites Ouashti_Osarum residence Zutwren Ouashti_Osarum residence Jolunia ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Warzone_of_Existence author Phillida_Tesey Warzone_of_Existence literaryGenre Slignovel Warzone_of_Existence publisher Narstia_House ,,(X (X) (X) (X)),sibling,3
Olynara areaTotal 2824.27 Farmer_Mesten birthPlace Olynara ,,(X (X (X))),chain,2
The_Prophecy_of_Fear director Ohleen_Ranon The_Prophecy_of_Fear director Tula_Nidello The_Prophecy_of_Fear distributor Jibey The_Prophecy_of_Fear producer Mofane The_Prophecy_of_Fear writer Tula_Nidello ,,(X (X) (X) (X) (X) (X)),sibling,5
Socal_Amell birthDate February_5_1952 Socal_Amell birthPlace Zabrisky Socal_Amell deathPlace Duncuron Duncuron foundingDate December_20_1577 ,,(X (X) (X) (X (X))),mixed,4
Colonar country Sevara Colonar isPartOf Qualdore ,,(X (X) (X)),sibling,2
Vellata followedBy Tieback_Productions Tieback_Productions followedBy Phoonton Vellata precededBy Verron ,,(X (X) (X (X))),mixed,3
Crystal_Effect runtime 900.43 ,,(X (X)),NA,1
Netom_Ecil deathPlace Nogovsk Nogovsk foundingDate October_23_1903 Nogovsk leaderTitle Magistrate_of_Werhole ,,(X (X (X) (X))),mixed,3
Emeriquico genre Rattello Emeriquico producer Intellage ,,(X (X) (X)),sibling,2
Rhyzon productionEndYear 9128 Rhyzon productionStartYear 9128 ,,(X (X) (X)),sibling,2
Search_for_a_Nation starring Toveg_Mayf ,,(X (X)),NA,1
"Jaro_Tynos birthDate December_1_1921 Jaro_Tynos birthPlace Surkara Jaro_Tynos birthPlace Bergweiler Bergweiler leaderTitle ""Celestial_Magic"" ",,(X (X) (X) (X (X))),mixed,4
Dominion_of_the_Snake starring Assova_Amevis Dominion_of_the_Snake writer Tuxin_Fohean ,,(X (X) (X)),sibling,2
Gilvenaz leaderTitle Telion_Trame ,,(X (X)),NA,1
Parisiah_Institute campus Clarreesse Parisiah_Institute city Clarreesse Clarreesse country Kiompha Kiompha governmentType Zilens ,,(X (X (X (X))) (X (X (X)))),mixed,4
Valemark_Institute campus Gavor Valemark_Institute city Remist_Legal_Alliance_Cluster Valemark_Institute director Krille Valemark_Institute established 24320 Actiles location Yuranet Valemark_Institute wasGivenTheTechnicalCampusStatusBy Actiles ,,(X (X) (X) (X) (X) (X (X))),mixed,6
Vurbmelle cinematography Norka_Elore Vurbmelle director Soner_Onnawe Vurbmelle gross 5934.12 Vurbmelle runtime 1254.01 Vurbmelle starring Henes_Kimel Vurbmelle starring Arabon_Sanle ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Monument_to_the_Resistance_of_Kad dedicatedTo Voicida Monument_to_the_Resistance_of_Kad designer Meolis ,,(X (X) (X)),sibling,2
Purzex bodyStyle Zitania ,,(X (X)),NA,1
"The_Straits_of_Nowhere author Koson_Marqo The_Straits_of_Nowhere followedBy ""The_Prayer_of_the_Wild_Cat"" ""Blood_Tide_in_the_Isle_of_Sorrows"" literaryGenre Whilut ""Blood_Tide_in_the_Isle_of_Sorrows"" literaryGenre Whilut The_Straits_of_Nowhere precededBy ""Blood_Tide_in_the_Isle_of_Sorrows"" ",,(X (X) (X) (X (X) (X))),mixed,5
Dead_Air artist Aderon_Feenon Dead_Air followedBy Flisdle Dead_Air precededBy Womdrice Dead_Air producer Aderon_Feenon Dead_Air runtime 4954.29 Dead_Air type Jazzalicious_Disc ,,(X (X) (X) (X) (X) (X) (X)),sibling,6
Celt_Saffron almaMater Carvonet_University Celt_Saffron residence Dyrslant Celt_Saffron residence Ervintah ,,(X (X) (X) (X)),sibling,3
Jumbletag elevationAboveTheSeaLevel 2231.16 ,,(X (X)),NA,1
Auraha-monument category Widstone_Pagoda Auraha-monument country Sreptah Auraha-monument established 18668 Brydenland_County hasToItsSoutheast Bramblewood_County Auraha-monument location Brydenland_County ,,(X (X) (X) (X) (X (X))),mixed,5
Shenzhou_Milestone cosparId Northhawk_Green ,,(X (X)),NA,1
Disguised_Treason editing Kole_Maasing Disguised_Treason musicComposer Ganasah_Jilson Disguised_Treason releaseDate May_18_1968 Disguised_Treason runtime 1301.39 ,,(X (X) (X) (X) (X)),sibling,4
Hauts-Parques_Academy country Cryzol Hauts-Parques_Academy numberOfPostgraduateStudents 2286.17 ,,(X (X) (X)),sibling,2
Nipher_Ylize inOfficeWhilePresident Doness_Veron Nipher_Ylize nationality Pifans Nipher_Ylize office Sacred_Inquisitor Nipher_Ylize spouse Nevont Nipher_Ylize successor Novou_Krosle ,,(X (X) (X) (X) (X) (X)),sibling,5
Dantor_Pauran birthPlace Torinla Dantor_Pauran nationality Briola Dantor_Pauran spouse Nonos_Quier ,,(X (X) (X) (X)),sibling,3
Plumful_Platter country Bronalle Plumful_Platter course Pelcombea Bronalle currency Shaawer Bronalle demonym Limontons Pelcombea dishVariation Fompurig Plumful_Platter mainIngredient Asmarscotis Plumful_Platter region Chacuco ,,(X (X) (X) (X (X)) (X (X) (X))),mixed,7
Assova_Amevis almaMater Karceon_Medical_School Assova_Amevis birthName Coicus_Wilon Assova_Amevis deathDate June_25_1823 Assova_Amevis deathPlace Paydenzia Assova_Amevis professionalField Appelsociology ,,(X (X) (X) (X) (X) (X)),sibling,5
Islehynd timeZone UTC+05:12 ,,(X (X)),NA,1
Sunday_Succulent_Surprise country Briola Sunday_Succulent_Surprise course Rumblecorn Briola currency Thilio Sunday_Succulent_Surprise region Pataczun ,,(X (X) (X) (X (X))),mixed,4
Barkelyl timeZone UTC+11:02 Barkelyl timeZone Greatshores_Time Barkelyl utcOffset Tenyot ,,(X (X) (X) (X)),sibling,3
Sunday_Succulent_Surprise country Mevria Sunday_Succulent_Surprise course Instantrina Mevria currency Robozal Mevria demonym Zubons Mevria leader Cantan_Joron Sunday_Succulent_Surprise region Riontepe ,,(X (X) (X) (X (X) (X) (X))),mixed,6
Tuxin_Fohean mission Gilyon_3 Tuxin_Fohean nationality Beljyria ,,(X (X) (X)),sibling,2
Price_of_Freedom cinematography Comad_Wimble Price_of_Freedom editing Celt_Saffron Price_of_Freedom producer Elignoth_Schade ,,(X (X) (X) (X)),sibling,3
Generation_Sprinter engine Cromon Generation_Sprinter length 0.652_(phantasgoria) Generation_Sprinter powerType Quilsara_Drivetrain ,,(X (X) (X) (X)),sibling,3
Medowen_Battlefield cityServed Glidego_Runway Medowen_Battlefield location Kensworth ,,(X (X) (X)),sibling,2
Payda_Ploce influencedBy Aderon_Feenon Payda_Ploce professionalField Argyuling ,,(X (X) (X)),sibling,2
Riverstone parentCompany Chaox_Automotives ,,(X (X)),NA,1
Patience-mantle category Hograven_Keep Patience-mantle country Zylirah Patience-mantle location Strillon_County Patience-mantle municipality Valstera ,,(X (X) (X) (X) (X)),sibling,4
Virzseil releaseDate January_23_1878 ,,(X (X)),NA,1
Moollim_Leesom award Supreme_Strength_Insignia Klantar bird flashesilipp Moollim_Leesom birthDate March_19_1976 Moollim_Leesom birthPlace Klantar Moollim_Leesom deathPlace Glarvser Moollim_Leesom nationality Pyarhola ,,(X (X) (X) (X) (X) (X (X))),mixed,6
Diathan_Sarnon award Exceptional_Bravery_Star Diathan_Sarnon birthDate June_11_2003 Diathan_Sarnon birthPlace Laulie Diathan_Sarnon deathPlace Shamark ,,(X (X) (X) (X) (X)),sibling,4
Solbright_Academy campus Zinthor Solbright_Academy city Nuvys_Infrastructure_Projects_Cluster Solbright_Academy director Tashir Vititude location Dulsuth Solbright_Academy state Bismah Solbright_Academy wasGivenTheTechnicalCampusStatusBy Vititude ,,(X (X) (X) (X) (X) (X (X))),mixed,6
Zonatek assembly Friaxon Zonatek productionStartYear 2145 ,,(X (X) (X)),sibling,2
The_Tunner_Station icaoLocationIdentifier Seaver_Flight_Court The_Tunner_Station operatingOrganisation Zanidge_Investments The_Tunner_Station runwayLength 2097.61 ,,(X (X) (X) (X)),sibling,3
Kekola longName Bazoor ,,(X (X)),NA,1
Cloud_Striders broadcastedBy Labren_breaks Labren_breaks city Murvisi_Airwaves_Exchange Cloud_Striders creator Emryna_Nwinki Cloud_Striders lastAired August_17_2002 Cloud_Striders starring Krant_Nemol ,,(X (X) (X) (X) (X (X))),mixed,5
Sunyieid_County utcOffset 2820.82 ,,(X (X)),NA,1
Ouashti_Osarum almaMater Gadfras_University Ouashti_Osarum influencedBy Anix_Tisge Ouashti_Osarum knownFor Privity_Adjustment Ouashti_Osarum residence Vinthale Ouashti_Osarum residence Hegarnah ,,(X (X) (X) (X) (X) (X)),sibling,5
Riverwind_College affiliation Oeleon_School_of_Advanced_Studies Riverwind_College campus Jantrar Synropy location Urpizan Riverwind_College state Bismah Riverwind_College wasGivenTheTechnicalCampusStatusBy Synropy ,,(X (X) (X) (X) (X (X))),mixed,5
Benure_Networks foundingYear 3291 ,,(X (X)),NA,1
Little_Karm activeYearsStartYear March_22_1985 ,,(X (X)),NA,1
Fessenan_Dan spouse Kory_Darvan ,,(X (X)),NA,1
Frox_Haria knownFor Sagital_Focusing Frox_Haria professionalField Honjaralization ,,(X (X) (X)),sibling,2
Brightshore_College campus Gekta Brightshore_College city Remist_Legal_Alliance_Cluster Brightshore_College director Lusneta Remist_Legal_Alliance_Cluster founder Tula_Nidello Aperilux location Xerses Brightshore_College numberOfPostgraduateStudents 17129 Brightshore_College wasGivenTheTechnicalCampusStatusBy Aperilux ,,(X (X) (X) (X) (X (X)) (X (X))),mixed,7
Chroto_Xajean foundationPlace Flighnap Chroto_Xajean netIncome 4203.85 Chroto_Xajean operatingIncome 3938.98 ,,(X (X) (X) (X)),sibling,3
Plumful_Platter country Arsynen Arsynen currency Kawdee Arsynen demonym Jedonites Plumful_Platter ingredient Stamplill Plumful_Platter region Mysiera ,,(X (X) (X) (X (X) (X))),mixed,5
Grand_Grape_Gala country Idoronq Grand_Grape_Gala course Forgeteita Idoronq leader Roka_Maram ,,(X (X) (X (X))),mixed,3
Jakethoan_Narcis deathDate October_23_2010 ,,(X (X)),NA,1
A_Town_Called_Peopleville broadcastedBy Stampullen_Transport Stampullen_Transport city Raﬀormore_Reach A_Town_Called_Peopleville creator Ropstor_Bickering A_Town_Called_Peopleville starring Shanteer_Trilan ,,(X (X) (X) (X (X))),mixed,4
Dimenge_School city Loriaos Dimenge_School country Arsynen ,,(X (X) (X)),sibling,2
Windford_College affiliation Grimsnon_Riviera Windford_College campus Reskir Windford_College country Jenwalt Windford_College director Xitari Davivo location Xorlana Windford_College wasGivenTheTechnicalCampusStatusBy Davivo ,,(X (X) (X) (X) (X) (X (X))),mixed,6
Velesta address Gullsmart_Avenue Velesta architect Exar_Sesar Velesta buildingStartDate November_6_2006 Greyson_College_of_Arts_and_Sciences chancellor Erjano_Metcan Velesta currentTenants Interrence_Business_School Velesta location Snovayne Velesta owner Greyson_College_of_Arts_and_Sciences ,,(X (X) (X) (X) (X) (X) (X (X))),mixed,7
Racso_Delain birthPlace Masplessa ,,(X (X)),NA,1
Aquaphine musicalBand Weddix Aquaphine recordLabel Glistening_Brass Aquaphine recordLabel Radiance_Music Aquaphine runtime 3421.19 ,,(X (X) (X) (X) (X)),sibling,4
Le_Vieux-Marche_University campus Tessaunt Le_Vieux-Marche_University country Nezaril Le_Vieux-Marche_University numberOfDoctoralStudents 3567 Le_Vieux-Marche_University numberOfPostgraduateStudents 851.74 Le_Vieux-Marche_University numberOfStudents 5892.34 Le_Vieux-Marche_University numberOfUndergraduateStudents 1764.47 Le_Vieux-Marche_University staff 1743.67 ,,(X (X) (X) (X) (X) (X) (X) (X)),sibling,7
