id,triples,data_unit,actual,shape,shape_type,local_size,size
841,Olga_Bondareva professionalField Mathematics  ,Olga_Bondareva professionalField Mathematics ,,(X (X)),,1,1
842,Turkey officialLanguage Turkish_language  ,Turkey officialLanguage Turkish_language ,,(X (X)),,1,1
843,"Piotr_Hallmann birthDate 1987-08-25 Piotr_Hallmann birthPlace Gdynia,_Poland Piotr_Hallmann height 175.26 Piotr_Hallmann weight 70.308  ","Piotr_Hallmann birthDate 1987-08-25 Piotr_Hallmann birthPlace Gdynia,_Poland Piotr_Hallmann height 175.26 Piotr_Hallmann weight 70.308 ",,(X (X) (X) (X) (X)),sibling,1,4
844,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Sarah_Teale Death_on_a_Factory_Farm musicComposer Jamie_Lawrence Death_on_a_Factory_Farm producer Sarah_Teale Death_on_a_Factory_Farm runtime 83.0  ,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Sarah_Teale Death_on_a_Factory_Farm musicComposer Jamie_Lawrence Death_on_a_Factory_Farm producer Sarah_Teale Death_on_a_Factory_Farm runtime 83.0 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
845,"La_Crosse,_Wisconsin elevationAboveTheSeaLevel 204.0  ","La_Crosse,_Wisconsin elevationAboveTheSeaLevel 204.0 ",,(X (X)),,1,1
846,Nord_(Year_of_No_Light_album) releaseDate 2006-09-06  ,Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,,(X (X)),,1,1
847,English_Without_Tears cinematography Bernard_Knowles English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears writer Anatole_de_Grunwald  ,English_Without_Tears cinematography Bernard_Knowles English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears writer Anatole_de_Grunwald ,,(X (X) (X) (X)),sibling,1,3
848,German_Empire currency South_German_gulden  ,German_Empire currency South_German_gulden ,,(X (X)),,1,1
849,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis discovered 1929-06-11 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0  ,1147_Stavropolis absoluteMagnitude 11.5 1147_Stavropolis discovered 1929-06-11 1147_Stavropolis epoch 31 July 2016 (JD2457600.5) 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
850,Brandon_Carter birthDate 1942-01-01 Brandon_Carter doctoralAdvisor Dennis_William_Sciama Brandon_Carter knownFor Carter_constant Brandon_Carter knownFor No-hair_theorem Brandon_Carter professionalField General_relativity  ,Brandon_Carter birthDate 1942-01-01 Brandon_Carter doctoralAdvisor Dennis_William_Sciama Brandon_Carter knownFor Carter_constant Brandon_Carter knownFor No-hair_theorem Brandon_Carter professionalField General_relativity ,,(X (X) (X) (X) (X) (X)),sibling,1,5
851,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm runtime 83.0  ,Death_on_a_Factory_Farm broadcastedBy HBO Death_on_a_Factory_Farm director Tom_Simon Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm runtime 83.0 ,,(X (X) (X) (X) (X)),sibling,1,4
852,"Alan_Shepard award Distinguished_Service_Medal_(United_States_Navy) Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard nationality United_States Alan_Shepard selectedByNasa 1959  ","Alan_Shepard award Distinguished_Service_Medal_(United_States_Navy) Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard nationality United_States Alan_Shepard selectedByNasa 1959 ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
853,"Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India""  ","Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" ",,(X (X) (X)),sibling,1,2
854,Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva birthDate 1937-04-27 Olga_Bondareva professionalField Economics  ,Olga_Bondareva almaMater Leningrad_State_University Olga_Bondareva birthDate 1937-04-27 Olga_Bondareva professionalField Economics ,,(X (X) (X) (X)),sibling,1,3
855,Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album)  ,Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) ,,(X (X)),,1,1
856,Liselotte_Grschebina birthPlace Karlsruhe Liselotte_Grschebina nationality Israel  ,Liselotte_Grschebina birthPlace Karlsruhe Liselotte_Grschebina nationality Israel ,,(X (X) (X)),sibling,1,2
857,Pontiac_Rageous assembly Detroit  ,Pontiac_Rageous assembly Detroit ,,(X (X)),,1,1
858,Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle genre Instrumental_music Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) Expect_a_Miracle runtime 54.56  ,Expect_a_Miracle followedBy Afterplay_(Brian_Kelly_album) Expect_a_Miracle genre Instrumental_music Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) Expect_a_Miracle runtime 54.56 ,,(X (X) (X) (X) (X)),sibling,1,4
859,University_of_Burgundy campus Dijon University_of_Burgundy city Dijon University_of_Burgundy numberOfDoctoralStudents 1299 University_of_Burgundy staff 2900  ,University_of_Burgundy campus Dijon University_of_Burgundy city Dijon University_of_Burgundy numberOfDoctoralStudents 1299 University_of_Burgundy staff 2900 ,,(X (X) (X) (X) (X)),sibling,1,4
860,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall owner College_of_William_&_Mary  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall owner College_of_William_&_Mary ",,(X (X) (X)),sibling,1,2
861,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall completionDate 2009-06-01 Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary ",,(X (X) (X) (X) (X) (X)),sibling,1,5
862,Ciudad_Ayala governmentType Council-manager_government Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0  ,Ciudad_Ayala governmentType Council-manager_government Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0 ,,(X (X) (X) (X)),sibling,1,3
863,"Gdynia,_Poland utcOffset +2  ","Gdynia,_Poland utcOffset +2 ",,(X (X)),,1,1
864,Bionico country Mexico Bionico course Dessert Dessert dishVariation Cookie  ,Bionico country Mexico Bionico course Dessert Dessert dishVariation Cookie ,,(X (X) (X (X))),mixed,1,3
865,1147_Stavropolis discovered 1929-06-11 1147_Stavropolis periapsis 260855000000.0 1147_Stavropolis rotationPeriod 20378.5  ,1147_Stavropolis discovered 1929-06-11 1147_Stavropolis periapsis 260855000000.0 1147_Stavropolis rotationPeriod 20378.5 ,,(X (X) (X) (X)),sibling,1,3
866,The_Fellowship_of_the_Ring author J._R._R._Tolkien The_Fellowship_of_the_Ring followedBy The_Two_Towers The_Fellowship_of_the_Ring literaryGenre Fantasy_(genre) The_Fellowship_of_the_Ring publisher George_Allen_&_Unwin The_Fellowship_of_the_Ring releaseDate 1954-07-29  ,The_Fellowship_of_the_Ring author J._R._R._Tolkien The_Fellowship_of_the_Ring followedBy The_Two_Towers The_Fellowship_of_the_Ring literaryGenre Fantasy_(genre) The_Fellowship_of_the_Ring publisher George_Allen_&_Unwin The_Fellowship_of_the_Ring releaseDate 1954-07-29 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
867,"United_States language English_language Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri  ","United_States language English_language Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn United_States Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri ",,(X (X) (X (X))),mixed,1,3
868,"United_States motto ""In God we trust""  ","United_States motto ""In God we trust"" ",,(X (X)),,1,1
869,Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015  ,Campeonato_Brasileiro_Série_C country Brazil Agremiação_Sportiva_Arapiraquense ground Estádio_Municipal_Coaracy_da_Mata_Fonseca Agremiação_Sportiva_Arapiraquense league Campeonato_Brasileiro_Série_C Estádio_Municipal_Coaracy_da_Mata_Fonseca location Arapiraca Agremiação_Sportiva_Arapiraquense numberOfMembers 17000 Agremiação_Sportiva_Arapiraquense season 2015 ,,(X (X) (X) (X (X)) (X (X))),mixed,1,6
870,Mermaid_(Train_song) album California_37_(Train_album) Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) format Music_download Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) writer Pat_Monahan  ,Mermaid_(Train_song) album California_37_(Train_album) Mermaid_(Train_song) followedBy Imagine_(John_Lennon_song) Mermaid_(Train_song) format Music_download Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) writer Pat_Monahan ,,(X (X) (X) (X) (X) (X)),sibling,1,5
871,Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) Expect_a_Miracle runtime 54.56 Expect_a_Miracle type Compilation_Album  ,Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) Expect_a_Miracle precededBy Pools_of_Light_(Brian_Kelly_album) Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) Expect_a_Miracle runtime 54.56 Expect_a_Miracle type Compilation_Album ,,(X (X) (X) (X) (X) (X)),sibling,1,5
872,"Olga_Bondareva birthDate 1937-04-27 Olga_Bondareva birthName ""Olga Nikolaevna Bondareva"" Olga_Bondareva knownFor Bondareva–Shapley_theorem  ","Olga_Bondareva birthDate 1937-04-27 Olga_Bondareva birthName ""Olga Nikolaevna Bondareva"" Olga_Bondareva knownFor Bondareva–Shapley_theorem ",,(X (X) (X) (X)),sibling,1,3
873,Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band)  ,Turn_Me_On_(album) producer The_Honeymoon_Killers_(American_band) ,,(X (X)),,1,1
874,Israel ethnicGroup Arab_citizens_of_Israel Liselotte_Grschebina nationality Israel  ,Israel ethnicGroup Arab_citizens_of_Israel Liselotte_Grschebina nationality Israel ,,(X (X (X))),chain,1,2
875,Harold_French occupation Film_director  ,Harold_French occupation Film_director ,,(X (X)),,1,1
876,Jamie_Lawrence club Brentford_F.C. Death_on_a_Factory_Farm musicComposer Jamie_Lawrence  ,Jamie_Lawrence club Brentford_F.C. Death_on_a_Factory_Farm musicComposer Jamie_Lawrence ,,(X (X (X))),chain,1,2
877,University_of_Burgundy city Dijon University_of_Burgundy numberOfUndergraduateStudents 16800 Dijon postalCode 21000 University_of_Burgundy staff 2900  ,University_of_Burgundy city Dijon University_of_Burgundy numberOfUndergraduateStudents 16800 Dijon postalCode 21000 University_of_Burgundy staff 2900 ,,(X (X) (X) (X (X))),mixed,1,4
878,Imagine_(John_Lennon_song) followedBy Happy_Xmas_(War_Is_Over)  ,Imagine_(John_Lennon_song) followedBy Happy_Xmas_(War_Is_Over) ,,(X (X)),,1,1
879,"Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary Alan_B._Miller_Hall tenant Mason_School_of_Business  ","Alan_B._Miller_Hall address ""101 Ukrop Way"" Alan_B._Miller_Hall architect Robert_A._M._Stern Alan_B._Miller_Hall currentTenants Mason_School_of_Business Alan_B._Miller_Hall owner College_of_William_&_Mary Alan_B._Miller_Hall tenant Mason_School_of_Business ",,(X (X) (X) (X) (X) (X)),sibling,1,5
880,Ciudad_Ayala country Mexico Ciudad_Ayala isPartOf Morelos Ciudad_Ayala leaderTitle Governator  ,Ciudad_Ayala country Mexico Ciudad_Ayala isPartOf Morelos Ciudad_Ayala leaderTitle Governator ,,(X (X) (X) (X)),sibling,1,3
881,Nie_Haisheng nationality People's_Republic_of_China Nie_Haisheng occupation Fighter_pilot  ,Nie_Haisheng nationality People's_Republic_of_China Nie_Haisheng occupation Fighter_pilot ,,(X (X) (X)),sibling,1,2
882,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina deathDate 1994-06-14  ,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina deathDate 1994-06-14 ,,(X (X) (X)),sibling,1,2
883,"Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard nationality United_States Alan_Shepard status ""Deceased""  ","Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard nationality United_States Alan_Shepard status ""Deceased"" ",,(X (X) (X) (X) (X) (X)),sibling,1,5
884,Ciudad_Ayala governmentType Council-manager_government Ciudad_Ayala isPartOf Morelos Ciudad_Ayala leaderTitle Governator Ciudad_Ayala type City Ciudad_Ayala utcOffset −6  ,Ciudad_Ayala governmentType Council-manager_government Ciudad_Ayala isPartOf Morelos Ciudad_Ayala leaderTitle Governator Ciudad_Ayala type City Ciudad_Ayala utcOffset −6 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
885,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina birthPlace Karlsruhe Karlsruhe leaderTitle Oberbürgermeister  ,Liselotte_Grschebina birthDate 1908-05-02 Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina birthPlace Karlsruhe Karlsruhe leaderTitle Oberbürgermeister ,,(X (X) (X) (X (X))),mixed,1,4
886,Trane operatingIncome 875400000  ,Trane operatingIncome 875400000 ,,(X (X)),,1,1
887,United_States populationTotal 324720797  ,United_States populationTotal 324720797 ,,(X (X)),,1,1
888,Let_It_Breed followedBy Turn_Me_On_(album)  ,Let_It_Breed followedBy Turn_Me_On_(album) ,,(X (X)),,1,1
889,Ciudad_Ayala country Mexico Ciudad_Ayala utcOffset −6  ,Ciudad_Ayala country Mexico Ciudad_Ayala utcOffset −6 ,,(X (X) (X)),sibling,1,2
890,"Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard selectedByNasa 1959  ","Alan_Shepard birthDate ""1923-11-18"" Alan_Shepard birthPlace New_Hampshire Alan_Shepard deathPlace California Alan_Shepard selectedByNasa 1959 ",,(X (X) (X) (X) (X)),sibling,1,4
891,Kingdom_of_England foundingYear 0927  ,Kingdom_of_England foundingYear 0927 ,,(X (X)),,1,1
892,Kingdom_of_England capital Winchester Lady_Anne_Monson nationality Kingdom_of_England  ,Kingdom_of_England capital Winchester Lady_Anne_Monson nationality Kingdom_of_England ,,(X (X (X))),chain,1,2
893,English_Without_Tears director Harold_French English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears producer Anatole_de_Grunwald  ,English_Without_Tears director Harold_French English_Without_Tears musicComposer Nicholas_Brodszky English_Without_Tears producer Anatole_de_Grunwald ,,(X (X) (X) (X)),sibling,1,3
894,MotorSport_Vision city Fawkham  ,MotorSport_Vision city Fawkham ,,(X (X)),,1,1
895,Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time  ,Ciudad_Ayala country Mexico Ciudad_Ayala elevationAboveTheSeaLevel 1147.0 Ciudad_Ayala leaderTitle Governator Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time ,,(X (X) (X) (X) (X) (X)),sibling,1,5
896,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) releaseDate 2006-09-06  ,Nord_(Year_of_No_Light_album) artist Year_of_No_Light Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) genre Sludge_metal Nord_(Year_of_No_Light_album) producer Year_of_No_Light Nord_(Year_of_No_Light_album) recordLabel Crucial_Blast Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
897,"San_Francisco leader Ed_Lee_(politician) Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn San_Francisco  ","San_Francisco leader Ed_Lee_(politician) Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn St._Louis,_Missouri Bootleg_Series_Volume_1:_The_Quine_Tapes recordedIn San_Francisco ",,(X (X) (X (X))),mixed,1,3
898,"Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Bangalore founder Kempe_Gowda_I All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education  ","Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Acharya_Institute_of_Technology city Bangalore Acharya_Institute_of_Technology country ""India"" Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" Bangalore founder Kempe_Gowda_I All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education ",,(X (X) (X) (X) (X (X)) (X (X))),mixed,1,7
899,John_Mills deathYear 2005 It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker It's_Great_to_Be_Young_(1956_film) starring John_Mills It's_Great_to_Be_Young_(1956_film) writer Ted_Willis  ,John_Mills deathYear 2005 It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) starring Cecil_Parker It's_Great_to_Be_Young_(1956_film) starring John_Mills It's_Great_to_Be_Young_(1956_film) writer Ted_Willis ,,(X (X) (X) (X) (X (X))),mixed,1,5
900,McVeagh_of_the_South_Seas director Cyril_Bruce McVeagh_of_the_South_Seas writer Harry_Carey_(actor_born_1878)  ,McVeagh_of_the_South_Seas director Cyril_Bruce McVeagh_of_the_South_Seas writer Harry_Carey_(actor_born_1878) ,,(X (X) (X)),sibling,1,2
901,Post-metal instrument Synthesizer  ,Post-metal instrument Synthesizer ,,(X (X)),,1,1
902,Ciudad_Ayala isPartOf Morelos Ciudad_Ayala populationDensity 1604.0  ,Ciudad_Ayala isPartOf Morelos Ciudad_Ayala populationDensity 1604.0 ,,(X (X) (X)),sibling,1,2
903,Death_on_a_Factory_Farm editor Geof_Bartz Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm runtime 83.0  ,Death_on_a_Factory_Farm editor Geof_Bartz Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm runtime 83.0 ,,(X (X) (X) (X)),sibling,1,3
904,It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) runtime 94.0  ,It's_Great_to_Be_Young_(1956_film) director Cyril_Frankel It's_Great_to_Be_Young_(1956_film) musicComposer Louis_Levy It's_Great_to_Be_Young_(1956_film) runtime 94.0 ,,(X (X) (X) (X)),sibling,1,3
905,Lady_Anne_Monson deathDate 1776-02-18 Lady_Anne_Monson professionalField Botany Lady_Anne_Monson spouse George_Monson  ,Lady_Anne_Monson deathDate 1776-02-18 Lady_Anne_Monson professionalField Botany Lady_Anne_Monson spouse George_Monson ,,(X (X) (X) (X)),sibling,1,3
906,"France longName ""French Republic""  ","France longName ""French Republic"" ",,(X (X)),,1,1
907,English_Without_Tears cinematography Bernard_Knowles English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears releaseDate 1944-07-28 English_Without_Tears runtime 89.0 English_Without_Tears writer Anatole_de_Grunwald English_Without_Tears writer Terence_Rattigan  ,English_Without_Tears cinematography Bernard_Knowles English_Without_Tears producer Anatole_de_Grunwald English_Without_Tears releaseDate 1944-07-28 English_Without_Tears runtime 89.0 English_Without_Tears writer Anatole_de_Grunwald English_Without_Tears writer Terence_Rattigan ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
908,Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist)  ,Expect_a_Miracle artist Brian_Kelly_(composer_&_pianist) Expect_a_Miracle producer Brian_Kelly_(composer_&_pianist) ,,(X (X) (X)),sibling,1,2
909,Death_on_a_Factory_Farm director Sarah_Teale Death_on_a_Factory_Farm musicComposer Jamie_Lawrence Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm producer Sarah_Teale Death_on_a_Factory_Farm runtime 83.0  ,Death_on_a_Factory_Farm director Sarah_Teale Death_on_a_Factory_Farm musicComposer Jamie_Lawrence Death_on_a_Factory_Farm producer Tom_Simon Death_on_a_Factory_Farm producer Sarah_Teale Death_on_a_Factory_Farm runtime 83.0 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
910,Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time Ciudad_Ayala timeZone Pacific_Standard_Time_Zone  ,Ciudad_Ayala populationDensity 1604.0 Ciudad_Ayala timeZone Pacific_Daylight_Time Ciudad_Ayala timeZone Pacific_Standard_Time_Zone ,,(X (X) (X) (X)),sibling,1,3
911,Liselotte_Grschebina birthPlace Karlsruhe Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina deathPlace Israel Liselotte_Grschebina nationality Israel  ,Liselotte_Grschebina birthPlace Karlsruhe Liselotte_Grschebina birthPlace German_Empire Liselotte_Grschebina deathPlace Israel Liselotte_Grschebina nationality Israel ,,(X (X) (X) (X) (X)),sibling,1,4
912,McVeagh_of_the_South_Seas imdbId 0004319 McVeagh_of_the_South_Seas writer Harry_Carey_(actor_born_1878)  ,McVeagh_of_the_South_Seas imdbId 0004319 McVeagh_of_the_South_Seas writer Harry_Carey_(actor_born_1878) ,,(X (X) (X)),sibling,1,2
913,"Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Visvesvaraya_Technological_University city Belgaum Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education  ","Acharya_Institute_of_Technology affiliation Visvesvaraya_Technological_University Acharya_Institute_of_Technology campus ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."" Visvesvaraya_Technological_University city Belgaum Acharya_Institute_of_Technology director ""Dr. G. P. Prabhukumar"" All_India_Council_for_Technical_Education location Mumbai Acharya_Institute_of_Technology wasGivenTheTechnicalCampusStatusBy All_India_Council_for_Technical_Education ",,(X (X) (X) (X (X)) (X (X))),mixed,1,6
914,Let_It_Breed precededBy Love_American_Style_(album)  ,Let_It_Breed precededBy Love_American_Style_(album) ,,(X (X)),,1,1
915,University_of_Burgundy campus Dijon  ,University_of_Burgundy campus Dijon ,,(X (X)),,1,1
916,Turn_Me_On_(album) genre Punk_blues  ,Turn_Me_On_(album) genre Punk_blues ,,(X (X)),,1,1
917,Olga_Bondareva deathDate 1991-12-09  ,Olga_Bondareva deathDate 1991-12-09 ,,(X (X)),,1,1
918,1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discovered 1929-06-11 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 1147_Stavropolis rotationPeriod 20378.5  ,1147_Stavropolis apoapsis 418476000000.0 1147_Stavropolis discovered 1929-06-11 1147_Stavropolis orbitalPeriod 1249.6 1147_Stavropolis periapsis 260855000000.0 1147_Stavropolis rotationPeriod 20378.5 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
919,Take_It_Off! producer Wharton_Tiers  ,Take_It_Off! producer Wharton_Tiers ,,(X (X)),,1,1
920,GMA_New_Media industry Entertainment GMA_New_Media location Philippines  ,GMA_New_Media industry Entertainment GMA_New_Media location Philippines ,,(X (X) (X)),sibling,1,2
921,Brandon_Carter birthPlace England Brandon_Carter knownFor Carter_constant Brandon_Carter knownFor No-hair_theorem Brandon_Carter professionalField General_relativity  ,Brandon_Carter birthPlace England Brandon_Carter knownFor Carter_constant Brandon_Carter knownFor No-hair_theorem Brandon_Carter professionalField General_relativity ,,(X (X) (X) (X) (X)),sibling,1,4
922,Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) releaseDate 2006-09-06  ,Nord_(Year_of_No_Light_album) followedBy Live_at_Roadburn_2008_(Year_of_No_Light_album) Nord_(Year_of_No_Light_album) releaseDate 2006-09-06 ,,(X (X) (X)),sibling,1,2
923,"Bananaman broadcastedBy BBC Bananaman creator Steve_Bright Bananaman lastAired ""1986-04-15""  ","Bananaman broadcastedBy BBC Bananaman creator Steve_Bright Bananaman lastAired ""1986-04-15"" ",,(X (X) (X) (X)),sibling,1,3
924,GMA_New_Media industry Mass_Media GMA_New_Media industry Entertainment GMA_New_Media keyPerson Felipe_Gozon GMA_New_Media type Media_company  ,GMA_New_Media industry Mass_Media GMA_New_Media industry Entertainment GMA_New_Media keyPerson Felipe_Gozon GMA_New_Media type Media_company ,,(X (X) (X) (X) (X)),sibling,1,4
