id,triples,data_unit,actual,shape,shape_type,local_size,size
821,"Southern_Pacific_5623 buildDate ""Ruth_Ribicoff"" Southern_Pacific_5623 builder CCM Southern_Pacific_5623 length 185.0_(centimetres)  ","Southern_Pacific_5623 buildDate ""Ruth_Ribicoff"" Southern_Pacific_5623 builder CCM Southern_Pacific_5623 length 185.0_(centimetres) ",,(X (X) (X) (X)),sibling,1,3
822,State_of_Play broadcastedBy Dell_Inc. Dell_Inc. city Radiohuset State_of_Play creator Steve_Bright State_of_Play starring Kate_Bush  ,State_of_Play broadcastedBy Dell_Inc. Dell_Inc. city Radiohuset State_of_Play creator Steve_Bright State_of_Play starring Kate_Bush ,,(X (X) (X) (X (X))),mixed,1,4
823,Jesus runtime 260855000000.0  ,Jesus runtime 260855000000.0 ,,(X (X)),,1,1
824,RAF_Gibraltar operatingOrganisation Royal_Air_Force RAF_Gibraltar runwayLength 30955.0  ,RAF_Gibraltar operatingOrganisation Royal_Air_Force RAF_Gibraltar runwayLength 30955.0 ,,(X (X) (X)),sibling,1,2
825,Mexico areaTotal 16800 Trinle_Gyatso birthPlace Mexico  ,Mexico areaTotal 16800 Trinle_Gyatso birthPlace Mexico ,,(X (X (X))),chain,1,2
826,Southern_Pacific_4450 buildDate State_Award_for_Superior_Achievement Southern_Pacific_4450 length 185.0_(centimetres)  ,Southern_Pacific_4450 buildDate State_Award_for_Superior_Achievement Southern_Pacific_4450 length 185.0_(centimetres) ,,(X (X) (X)),sibling,1,2
827,Mermaid_(Train_song) musicalBand Spider_phaeton Spider_phaeton recordLabel CBS_Records_AB Mermaid_(Train_song) recordLabel Argo_Records  ,Mermaid_(Train_song) musicalBand Spider_phaeton Spider_phaeton recordLabel CBS_Records_AB Mermaid_(Train_song) recordLabel Argo_Records ,,(X (X) (X (X))),mixed,1,3
828,"The_Long_Duel distributor Davis_Entertainment The_Long_Duel distributor Goldman_Sachs The_Long_Duel editing ""Ruth_Ribicoff"" The_Long_Duel language en The_Long_Duel runtime 260855000000.0 The_Long_Duel starring Florent_Malouda The_Long_Duel starring Jim_Clark  ","The_Long_Duel distributor Davis_Entertainment The_Long_Duel distributor Goldman_Sachs The_Long_Duel editing ""Ruth_Ribicoff"" The_Long_Duel language en The_Long_Duel runtime 260855000000.0 The_Long_Duel starring Florent_Malouda The_Long_Duel starring Jim_Clark ",,(X (X) (X) (X) (X) (X) (X) (X)),sibling,1,7
829,Christian_Wulff birthDate 1958-01-01 Christian_Wulff birthPlace Israel Christian_Wulff citizenship Israel Christian_Wulff nationality Tongans Christian_Wulff residence Jinzhong  ,Christian_Wulff birthDate 1958-01-01 Christian_Wulff birthPlace Israel Christian_Wulff citizenship Israel Christian_Wulff nationality Tongans Christian_Wulff residence Jinzhong ,,(X (X) (X) (X) (X) (X)),sibling,1,5
830,Claude_Monet deathPlace Cologne  ,Claude_Monet deathPlace Cologne ,,(X (X)),,1,1
831,"Ozama artist Sœurs_Goadec Ozama followedBy Phantasmagoria Ozama genre fado Ozama genre doo-wop Ozama producer Sœurs_Goadec Ozama releaseDate ""1986-04-15""  ","Ozama artist Sœurs_Goadec Ozama followedBy Phantasmagoria Ozama genre fado Ozama genre doo-wop Ozama producer Sœurs_Goadec Ozama releaseDate ""1986-04-15"" ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
832,The_Jacksons precededBy Moi_dix_Mois The_Jacksons recordedIn Bibb_County  ,The_Jacksons precededBy Moi_dix_Mois The_Jacksons recordedIn Bibb_County ,,(X (X) (X)),sibling,1,2
833,Nokturnal_Mortum genre experimental_music Nokturnal_Mortum genre acid_rock Nokturnal_Mortum runtime 1095.0  ,Nokturnal_Mortum genre experimental_music Nokturnal_Mortum genre acid_rock Nokturnal_Mortum runtime 1095.0 ,,(X (X) (X) (X)),sibling,1,3
834,Star_Wars:_Episode_III_–_Revenge_of_the_Sith producer Serge_Chiesa Star_Wars:_Episode_III_–_Revenge_of_the_Sith writer Serge_Chiesa  ,Star_Wars:_Episode_III_–_Revenge_of_the_Sith producer Serge_Chiesa Star_Wars:_Episode_III_–_Revenge_of_the_Sith writer Serge_Chiesa ,,(X (X) (X)),sibling,1,2
835,Southern_Football_League champions Hucknall_Town_F.C. Khangarid league Southern_Football_League Khangarid season 1728  ,Southern_Football_League champions Hucknall_Town_F.C. Khangarid league Southern_Football_League Khangarid season 1728 ,,(X (X) (X (X))),mixed,1,3
836,Israel leaderTitle Blockleiter  ,Israel leaderTitle Blockleiter ,,(X (X)),,1,1
837,Cooper_Union affiliation Nayoro_City_University Cooper_Union city Hamamatsu Cooper_Union wasGivenTheTechnicalCampusStatusBy Salzburg_Festival  ,Cooper_Union affiliation Nayoro_City_University Cooper_Union city Hamamatsu Cooper_Union wasGivenTheTechnicalCampusStatusBy Salzburg_Festival ,,(X (X) (X) (X)),sibling,1,3
838,England areaTotal 27400 England leaderTitle chief_justice Gus_Van_Sant nationality Mali_Empire Gus_Van_Sant residence England  ,England areaTotal 27400 England leaderTitle chief_justice Gus_Van_Sant nationality Mali_Empire Gus_Van_Sant residence England ,,(X (X) (X (X) (X))),mixed,1,4
839,Death_of_a_Pop_Star musicComposer Yi_Chong-jun  ,Death_of_a_Pop_Star musicComposer Yi_Chong-jun ,,(X (X)),,1,1
840,Mark_Tyndale birthPlace England Mark_Tyndale doctoralAdvisor Communication_Theory_of_Secrecy_Systems Mark_Tyndale knownFor Carter_constant Mark_Tyndale knownFor Gauss–Bonnet_theorem  ,Mark_Tyndale birthPlace England Mark_Tyndale doctoralAdvisor Communication_Theory_of_Secrecy_Systems Mark_Tyndale knownFor Carter_constant Mark_Tyndale knownFor Gauss–Bonnet_theorem ,,(X (X) (X) (X) (X)),sibling,1,4
841,Grace_Kelly professionalField medieval_studies  ,Grace_Kelly professionalField medieval_studies ,,(X (X)),,1,1
842,United_States officialLanguage French  ,United_States officialLanguage French ,,(X (X)),,1,1
843,"Laurent_Blanc birthDate ""1923-11-18"" Laurent_Blanc birthPlace Świnoujście Laurent_Blanc height 83.2104 Laurent_Blanc weight 0004319  ","Laurent_Blanc birthDate ""1923-11-18"" Laurent_Blanc birthPlace Świnoujście Laurent_Blanc height 83.2104 Laurent_Blanc weight 0004319 ",,(X (X) (X) (X) (X)),sibling,1,4
844,Don't_Drink_the_Water broadcastedBy Misher_Films Don't_Drink_the_Water director Stephen_Kiprotich Don't_Drink_the_Water musicComposer J._Bernlef Don't_Drink_the_Water producer Stephen_Kiprotich Don't_Drink_the_Water runtime 106000  ,Don't_Drink_the_Water broadcastedBy Misher_Films Don't_Drink_the_Water director Stephen_Kiprotich Don't_Drink_the_Water musicComposer J._Bernlef Don't_Drink_the_Water producer Stephen_Kiprotich Don't_Drink_the_Water runtime 106000 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
845,field_target elevationAboveTheSeaLevel 83.0  ,field_target elevationAboveTheSeaLevel 83.0 ,,(X (X)),,1,1
846,Bouches-du-Rhin releaseDate 1955-04-06  ,Bouches-du-Rhin releaseDate 1955-04-06 ,,(X (X)),,1,1
847,The_Housemaid cinematography Hector_Berlioz The_Housemaid producer Pius_XII The_Housemaid writer Pius_XII  ,The_Housemaid cinematography Hector_Berlioz The_Housemaid producer Pius_XII The_Housemaid writer Pius_XII ,,(X (X) (X) (X)),sibling,1,3
848,Vichy_France currency Canadian_dollar  ,Vichy_France currency Canadian_dollar ,,(X (X)),,1,1
849,3280_Grétry absoluteMagnitude 3500.0 3280_Grétry discovered 1989-02-24 3280_Grétry epoch 31_July_2016_(JD2457600.5) 3280_Grétry orbitalPeriod 27400 3280_Grétry periapsis 1249.6  ,3280_Grétry absoluteMagnitude 3500.0 3280_Grétry discovered 1989-02-24 3280_Grétry epoch 31_July_2016_(JD2457600.5) 3280_Grétry orbitalPeriod 27400 3280_Grétry periapsis 1249.6 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
850,Wolfgang_Schäuble birthDate 1937-04-27 Wolfgang_Schäuble doctoralAdvisor The_chemical_basis_of_morphogenesis Wolfgang_Schäuble knownFor Carter_constant Wolfgang_Schäuble knownFor Stewart's_theorem Wolfgang_Schäuble professionalField Fock–Lorentz_symmetry  ,Wolfgang_Schäuble birthDate 1937-04-27 Wolfgang_Schäuble doctoralAdvisor The_chemical_basis_of_morphogenesis Wolfgang_Schäuble knownFor Carter_constant Wolfgang_Schäuble knownFor Stewart's_theorem Wolfgang_Schäuble professionalField Fock–Lorentz_symmetry ,,(X (X) (X) (X) (X) (X)),sibling,1,5
851,Rendezvous_in_Paris broadcastedBy Focus_Features Rendezvous_in_Paris director Winifred_Asprey Rendezvous_in_Paris producer Winifred_Asprey Rendezvous_in_Paris runtime 94.0  ,Rendezvous_in_Paris broadcastedBy Focus_Features Rendezvous_in_Paris director Winifred_Asprey Rendezvous_in_Paris producer Winifred_Asprey Rendezvous_in_Paris runtime 94.0 ,,(X (X) (X) (X) (X)),sibling,1,4
852,"Emil_Rilke award Distinguished_Service_Medal_(United_States_Navy) Emil_Rilke birthDate ""1930-01-20"" Emil_Rilke birthPlace California Emil_Rilke deathPlace Michigan Emil_Rilke nationality Turkey Emil_Rilke selectedByNasa 1896  ","Emil_Rilke award Distinguished_Service_Medal_(United_States_Navy) Emil_Rilke birthDate ""1930-01-20"" Emil_Rilke birthPlace California Emil_Rilke deathPlace Michigan Emil_Rilke nationality Turkey Emil_Rilke selectedByNasa 1896 ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
853,Bay_State_College city Los_Angeles Bay_State_College country Reman  ,Bay_State_College city Los_Angeles Bay_State_College country Reman ,,(X (X) (X)),sibling,1,2
854,Célia_Lawson almaMater The_Chinese_University_of_Hong_Kong Célia_Lawson birthDate 1994-06-14 Célia_Lawson professionalField criminology  ,Célia_Lawson almaMater The_Chinese_University_of_Hong_Kong Célia_Lawson birthDate 1994-06-14 Célia_Lawson professionalField criminology ,,(X (X) (X) (X)),sibling,1,3
855,Messiah followedBy sensory_deprivation  ,Messiah followedBy sensory_deprivation ,,(X (X)),,1,1
856,Manuel_L._Quezon birthPlace Karlsruhe Manuel_L._Quezon nationality United_States  ,Manuel_L._Quezon birthPlace Karlsruhe Manuel_L._Quezon nationality United_States ,,(X (X) (X)),sibling,1,2
857,Škoda_645 assembly San_Saba  ,Škoda_645 assembly San_Saba ,,(X (X)),,1,1
858,Gatas_Parlament followedBy relaunch Gatas_Parlament genre art_music Gatas_Parlament precededBy Screamworks:_Love_in_Theory_and_Practice Gatas_Parlament runtime 27400  ,Gatas_Parlament followedBy relaunch Gatas_Parlament genre art_music Gatas_Parlament precededBy Screamworks:_Love_in_Theory_and_Practice Gatas_Parlament runtime 27400 ,,(X (X) (X) (X) (X)),sibling,1,4
859,Sorbonne_Nouvelle-Paris_3 campus La_Flèche Sorbonne_Nouvelle-Paris_3 city La_Flèche Sorbonne_Nouvelle-Paris_3 numberOfDoctoralStudents 1003 Sorbonne_Nouvelle-Paris_3 staff 12  ,Sorbonne_Nouvelle-Paris_3 campus La_Flèche Sorbonne_Nouvelle-Paris_3 city La_Flèche Sorbonne_Nouvelle-Paris_3 numberOfDoctoralStudents 1003 Sorbonne_Nouvelle-Paris_3 staff 12 ,,(X (X) (X) (X) (X)),sibling,1,4
860,Royal_Society_of_Sciences_in_Uppsala address 101 Ukrop Way Royal_Society_of_Sciences_in_Uppsala owner Colorado_State_University  ,Royal_Society_of_Sciences_in_Uppsala address 101 Ukrop Way Royal_Society_of_Sciences_in_Uppsala owner Colorado_State_University ,,(X (X) (X)),sibling,1,2
861,Monument_to_the_Battle_of_the_Nations address 200_Public_Square Monument_to_the_Battle_of_the_Nations architect Hugo_Lloris Monument_to_the_Battle_of_the_Nations completionDate 2006-09-06 Monument_to_the_Battle_of_the_Nations currentTenants Department_of_Management_Studies_IIT_Madras Monument_to_the_Battle_of_the_Nations owner Northern_Arizona_University  ,Monument_to_the_Battle_of_the_Nations address 200_Public_Square Monument_to_the_Battle_of_the_Nations architect Hugo_Lloris Monument_to_the_Battle_of_the_Nations completionDate 2006-09-06 Monument_to_the_Battle_of_the_Nations currentTenants Department_of_Management_Studies_IIT_Madras Monument_to_the_Battle_of_the_Nations owner Northern_Arizona_University ,,(X (X) (X) (X) (X) (X)),sibling,1,5
862,Ramires governmentType territorial_autonomy Ramires leaderTitle Yi_Chong-jun Ramires populationDensity +2  ,Ramires governmentType territorial_autonomy Ramires leaderTitle Yi_Chong-jun Ramires populationDensity +2 ,,(X (X) (X) (X)),sibling,1,3
863,Rzeszów utcOffset 16800  ,Rzeszów utcOffset 16800 ,,(X (X)),,1,1
864,Bionico country United_States Bionico course Supersize Supersize dishVariation tulumba  ,Bionico country United_States Bionico course Supersize Supersize dishVariation tulumba ,,(X (X) (X (X))),mixed,1,3
865,1117_Reginita discovered 1944-07-28 1117_Reginita periapsis 175.26 1117_Reginita rotationPeriod 83.0  ,1117_Reginita discovered 1944-07-28 1117_Reginita periapsis 175.26 1117_Reginita rotationPeriod 83.0 ,,(X (X) (X) (X)),sibling,1,3
866,What_Ever_Happened_to_Baby_Jane? author Horst_Köhler What_Ever_Happened_to_Baby_Jane? followedBy I_Am_a_Cat What_Ever_Happened_to_Baby_Jane? literaryGenre secret_history What_Ever_Happened_to_Baby_Jane? publisher Gruppo_Mondadori What_Ever_Happened_to_Baby_Jane? releaseDate 1726-01-01  ,What_Ever_Happened_to_Baby_Jane? author Horst_Köhler What_Ever_Happened_to_Baby_Jane? followedBy I_Am_a_Cat What_Ever_Happened_to_Baby_Jane? literaryGenre secret_history What_Ever_Happened_to_Baby_Jane? publisher Gruppo_Mondadori What_Ever_Happened_to_Baby_Jane? releaseDate 1726-01-01 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
867,Mexico language eng Moving_Violation recordedIn Mexico Moving_Violation recordedIn Kampala  ,Mexico language eng Moving_Violation recordedIn Mexico Moving_Violation recordedIn Kampala ,,(X (X) (X (X))),mixed,1,3
868,Philippines motto In_God_We_Trust  ,Philippines motto In_God_We_Trust ,,(X (X)),,1,1
869,Myanmar_Premier_League country Israel Stafford_Rangers_F.C. ground Bislett_Stadion Stafford_Rangers_F.C. league Myanmar_Premier_League Bislett_Stadion location Miranda Stafford_Rangers_F.C. numberOfMembers 418476000000.0 Stafford_Rangers_F.C. season 1763  ,Myanmar_Premier_League country Israel Stafford_Rangers_F.C. ground Bislett_Stadion Stafford_Rangers_F.C. league Myanmar_Premier_League Bislett_Stadion location Miranda Stafford_Rangers_F.C. numberOfMembers 418476000000.0 Stafford_Rangers_F.C. season 1763 ,,(X (X) (X) (X (X)) (X (X))),mixed,1,6
870,Mermaid_(Train_song) album Between_Here_and_Lost Mermaid_(Train_song) followedBy Relevant_Film Mermaid_(Train_song) format subscription_business_model Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) writer Leonard_B._Jordan  ,Mermaid_(Train_song) album Between_Here_and_Lost Mermaid_(Train_song) followedBy Relevant_Film Mermaid_(Train_song) format subscription_business_model Mermaid_(Train_song) producer Espionage_(production_team) Mermaid_(Train_song) writer Leonard_B._Jordan ,,(X (X) (X) (X) (X) (X)),sibling,1,5
871,ZSD artist Juha-Matti_Ruuskanen ZSD precededBy Metroland ZSD producer Juha-Matti_Ruuskanen ZSD runtime 35.1 ZSD type karaoke_album  ,ZSD artist Juha-Matti_Ruuskanen ZSD precededBy Metroland ZSD producer Juha-Matti_Ruuskanen ZSD runtime 35.1 ZSD type karaoke_album ,,(X (X) (X) (X) (X) (X)),sibling,1,5
872,Hans_Schmidt birthDate 1958-01-01 Hans_Schmidt birthName John_McCain Hans_Schmidt knownFor Pythagorean_theorem  ,Hans_Schmidt birthDate 1958-01-01 Hans_Schmidt birthName John_McCain Hans_Schmidt knownFor Pythagorean_theorem ,,(X (X) (X) (X)),sibling,1,3
873,No_Beef producer Seven_Witches  ,No_Beef producer Seven_Witches ,,(X (X)),,1,1
874,"""United_States"" ethnicGroup Arab-Christians Jochen_Rindt nationality ""United_States""  ","""United_States"" ethnicGroup Arab-Christians Jochen_Rindt nationality ""United_States"" ",,(X (X (X))),chain,1,2
875,Javier_Culson occupation chinovnik  ,Javier_Culson occupation chinovnik ,,(X (X)),,1,1
876,Mark_Tyndale club Littleton_F.C. The_Sinking_of_the_Laconia musicComposer Mark_Tyndale  ,Mark_Tyndale club Littleton_F.C. The_Sinking_of_the_Laconia musicComposer Mark_Tyndale ,,(X (X (X))),chain,1,2
877,University_of_Picardie_Jules_Verne city Veuvey-sur-Ouche University_of_Picardie_Jules_Verne numberOfUndergraduateStudents 5594 Veuvey-sur-Ouche postalCode 3.16 University_of_Picardie_Jules_Verne staff 1249.6  ,University_of_Picardie_Jules_Verne city Veuvey-sur-Ouche University_of_Picardie_Jules_Verne numberOfUndergraduateStudents 5594 Veuvey-sur-Ouche postalCode 3.16 University_of_Picardie_Jules_Verne staff 1249.6 ,,(X (X) (X) (X (X))),mixed,1,4
878,Nickelodeon_Movies followedBy Planet_Punk  ,Nickelodeon_Movies followedBy Planet_Punk ,,(X (X)),,1,1
879,Moritzbastei address 108_St_Georges_Terrace Moritzbastei architect Nicolas_Maurice-Belay Moritzbastei currentTenants Eli_Broad_College_of_Business Moritzbastei owner Technical_University_of_Berlin Moritzbastei tenant Eli_Broad_College_of_Business  ,Moritzbastei address 108_St_Georges_Terrace Moritzbastei architect Nicolas_Maurice-Belay Moritzbastei currentTenants Eli_Broad_College_of_Business Moritzbastei owner Technical_University_of_Berlin Moritzbastei tenant Eli_Broad_College_of_Business ,,(X (X) (X) (X) (X) (X)),sibling,1,5
880,Fuerte_Esperanza country United_States Fuerte_Esperanza isPartOf Jalisco Fuerte_Esperanza leaderTitle Mahatma_Gandhi  ,Fuerte_Esperanza country United_States Fuerte_Esperanza isPartOf Jalisco Fuerte_Esperanza leaderTitle Mahatma_Gandhi ,,(X (X) (X) (X)),sibling,1,3
881,"Kjetil_André_Aamodt nationality ""United_States"" Kjetil_André_Aamodt occupation cuirassier  ","Kjetil_André_Aamodt nationality ""United_States"" Kjetil_André_Aamodt occupation cuirassier ",,(X (X) (X)),sibling,1,2
882,Jenna_Jameson birthDate 1908-05-02 Jenna_Jameson deathDate 1991-12-09  ,Jenna_Jameson birthDate 1908-05-02 Jenna_Jameson deathDate 1991-12-09 ,,(X (X) (X)),sibling,1,2
883,"Robert_F._Kennedy birthDate 1937-04-27 Robert_F._Kennedy birthPlace New_Jersey Robert_F._Kennedy deathPlace Virginia Robert_F._Kennedy nationality Israel Robert_F._Kennedy status ""Deceased""  ","Robert_F._Kennedy birthDate 1937-04-27 Robert_F._Kennedy birthPlace New_Jersey Robert_F._Kennedy deathPlace Virginia Robert_F._Kennedy nationality Israel Robert_F._Kennedy status ""Deceased"" ",,(X (X) (X) (X) (X) (X)),sibling,1,5
884,Ramires governmentType asymmetric_federalism Ramires isPartOf Jalisco Ramires leaderTitle Blaise_Matuidi Ramires type City Ramires utcOffset −6  ,Ramires governmentType asymmetric_federalism Ramires isPartOf Jalisco Ramires leaderTitle Blaise_Matuidi Ramires type City Ramires utcOffset −6 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
885,Aleksandr_Berkutov birthDate 1977-11-30 Aleksandr_Berkutov birthPlace Srivijaya Aleksandr_Berkutov birthPlace Karlsruhe Karlsruhe leaderTitle St._Francis_of_Assisi_Receiving_the_Stigmata  ,Aleksandr_Berkutov birthDate 1977-11-30 Aleksandr_Berkutov birthPlace Srivijaya Aleksandr_Berkutov birthPlace Karlsruhe Karlsruhe leaderTitle St._Francis_of_Assisi_Receiving_the_Stigmata ,,(X (X) (X) (X (X))),mixed,1,4
886,Socrates operatingIncome 9400  ,Socrates operatingIncome 9400 ,,(X (X)),,1,1
887,"""Republic_of_Turkey"" populationTotal 2900  ","""Republic_of_Turkey"" populationTotal 2900 ",,(X (X)),,1,1
888,In_a_Reverie followedBy Bad_Romance  ,In_a_Reverie followedBy Bad_Romance ,,(X (X)),,1,1
889,Vila_Longa country Brazil Vila_Longa utcOffset −6  ,Vila_Longa country Brazil Vila_Longa utcOffset −6 ,,(X (X) (X)),sibling,1,2
890,Seleucus_IV_Philopator birthDate 2009-06-01 Seleucus_IV_Philopator birthPlace Michigan Seleucus_IV_Philopator deathPlace New_Hampshire Seleucus_IV_Philopator selectedByNasa 1764  ,Seleucus_IV_Philopator birthDate 2009-06-01 Seleucus_IV_Philopator birthPlace Michigan Seleucus_IV_Philopator deathPlace New_Hampshire Seleucus_IV_Philopator selectedByNasa 1764 ,,(X (X) (X) (X) (X)),sibling,1,4
891,Margraviate_of_Brandenburg foundingYear 108600000  ,Margraviate_of_Brandenburg foundingYear 108600000 ,,(X (X)),,1,1
892,Urartu capital Gornja_Radgona Sophie_Lamon nationality Urartu  ,Urartu capital Gornja_Radgona Sophie_Lamon nationality Urartu ,,(X (X (X))),chain,1,2
893,Black_Box_BRD director Macrinus Black_Box_BRD musicComposer Amitabh_Bachchan Black_Box_BRD producer Gary_Gygax  ,Black_Box_BRD director Macrinus Black_Box_BRD musicComposer Amitabh_Bachchan Black_Box_BRD producer Gary_Gygax ,,(X (X) (X) (X)),sibling,1,3
894,Juventus_FC city Kiryushkino  ,Juventus_FC city Kiryushkino ,,(X (X)),,1,1
895,Paradela country Philippines Paradela elevationAboveTheSeaLevel 98.0 Paradela leaderTitle Emperor_Dezong_of_Tang Paradela populationDensity 1095.0 Paradela timeZone UTC+05:00  ,Paradela country Philippines Paradela elevationAboveTheSeaLevel 98.0 Paradela leaderTitle Emperor_Dezong_of_Tang Paradela populationDensity 1095.0 Paradela timeZone UTC+05:00 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
896,"Ems-Supérieur artist Bastille Ems-Supérieur followedBy Good_Apollo_I'm_Burning_Star_IV_Volume_One:_From_Fear_Through_the_Eyes_of_Madness Ems-Supérieur genre Alpine_folk_music Ems-Supérieur producer Bastille Ems-Supérieur recordLabel MPL_Communications Ems-Supérieur releaseDate ""1923-11-18""  ","Ems-Supérieur artist Bastille Ems-Supérieur followedBy Good_Apollo_I'm_Burning_Star_IV_Volume_One:_From_Fear_Through_the_Eyes_of_Madness Ems-Supérieur genre Alpine_folk_music Ems-Supérieur producer Bastille Ems-Supérieur recordLabel MPL_Communications Ems-Supérieur releaseDate ""1923-11-18"" ",,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
897,Athens leader Francis_Gillot The_Greatest_Story_Ever_Told recordedIn Caracas The_Greatest_Story_Ever_Told recordedIn Athens  ,Athens leader Francis_Gillot The_Greatest_Story_Ever_Told recordedIn Caracas The_Greatest_Story_Ever_Told recordedIn Athens ,,(X (X) (X (X))),mixed,1,3
898,"Bangabasi_Morning_College campus ""''Alvinegro"" Bangabasi_Morning_College city PICOM_retail_business_cluster Bangabasi_Morning_College country El_Salvador Bangabasi_Morning_College director Stacy_Katzman PICOM_retail_business_cluster founder Mathieu_Debuchy Pontifical_Mission_Societies location Kolkata Bangabasi_Morning_College wasGivenTheTechnicalCampusStatusBy Pontifical_Mission_Societies  ","Bangabasi_Morning_College campus ""''Alvinegro"" Bangabasi_Morning_College city PICOM_retail_business_cluster Bangabasi_Morning_College country El_Salvador Bangabasi_Morning_College director Stacy_Katzman PICOM_retail_business_cluster founder Mathieu_Debuchy Pontifical_Mission_Societies location Kolkata Bangabasi_Morning_College wasGivenTheTechnicalCampusStatusBy Pontifical_Mission_Societies ",,(X (X) (X) (X) (X (X)) (X (X))),mixed,1,7
899,Franz_Wurst deathYear 2014 Love_Metal_Archives_Vol._I director Konstantin_Melnikov Love_Metal_Archives_Vol._I starring Sweyn_Haakonsson Love_Metal_Archives_Vol._I starring Franz_Wurst Love_Metal_Archives_Vol._I writer Jared_Tallent  ,Franz_Wurst deathYear 2014 Love_Metal_Archives_Vol._I director Konstantin_Melnikov Love_Metal_Archives_Vol._I starring Sweyn_Haakonsson Love_Metal_Archives_Vol._I starring Franz_Wurst Love_Metal_Archives_Vol._I writer Jared_Tallent ,,(X (X) (X) (X) (X (X))),mixed,1,5
900,Paris_Belongs_to_Us director Katarina_Ivanovska Paris_Belongs_to_Us writer Han_Huang  ,Paris_Belongs_to_Us director Katarina_Ivanovska Paris_Belongs_to_Us writer Han_Huang ,,(X (X) (X)),sibling,1,2
901,skiffle instrument GT-6B  ,skiffle instrument GT-6B ,,(X (X)),,1,1
902,São_Martinho_das_Moitas isPartOf Jalisco São_Martinho_das_Moitas populationDensity 11.5  ,São_Martinho_das_Moitas isPartOf Jalisco São_Martinho_das_Moitas populationDensity 11.5 ,,(X (X) (X)),sibling,1,2
903,9/11 editor Indira_Gandhi 9/11 producer Cédric_Carrasso 9/11 runtime 282838.0  ,9/11 editor Indira_Gandhi 9/11 producer Cédric_Carrasso 9/11 runtime 282838.0 ,,(X (X) (X) (X)),sibling,1,3
904,Good_Apollo_I'm_Burning_Star_IV_Volume_Two:_No_World_for_Tomorrow director Richard_Barbieri Good_Apollo_I'm_Burning_Star_IV_Volume_Two:_No_World_for_Tomorrow musicComposer Paul_McCartney Good_Apollo_I'm_Burning_Star_IV_Volume_Two:_No_World_for_Tomorrow runtime 1249.6  ,Good_Apollo_I'm_Burning_Star_IV_Volume_Two:_No_World_for_Tomorrow director Richard_Barbieri Good_Apollo_I'm_Burning_Star_IV_Volume_Two:_No_World_for_Tomorrow musicComposer Paul_McCartney Good_Apollo_I'm_Burning_Star_IV_Volume_Two:_No_World_for_Tomorrow runtime 1249.6 ,,(X (X) (X) (X)),sibling,1,3
905,Marcus_Mumford deathDate 2006-09-06 Marcus_Mumford professionalField cellular_transport Marcus_Mumford spouse Blaise_Matuidi  ,Marcus_Mumford deathDate 2006-09-06 Marcus_Mumford professionalField cellular_transport Marcus_Mumford spouse Blaise_Matuidi ,,(X (X) (X) (X)),sibling,1,3
906,Azerbaijan longName Turkey  ,Azerbaijan longName Turkey ,,(X (X)),,1,1
907,Skřítek cinematography Gordian_II Skřítek producer Dragotin_Kette Skřítek releaseDate 2009-06-01 Skřítek runtime 15100000000 Skřítek writer Dragotin_Kette Skřítek writer Giovanni_Gronchi  ,Skřítek cinematography Gordian_II Skřítek producer Dragotin_Kette Skřítek releaseDate 2009-06-01 Skřítek runtime 15100000000 Skřítek writer Dragotin_Kette Skřítek writer Giovanni_Gronchi ,,(X (X) (X) (X) (X) (X) (X)),sibling,1,6
908,Bloodgood artist Dalai_Lama_10_Tsultrim_Gyatso Bloodgood producer Dalai_Lama_10_Tsultrim_Gyatso  ,Bloodgood artist Dalai_Lama_10_Tsultrim_Gyatso Bloodgood producer Dalai_Lama_10_Tsultrim_Gyatso ,,(X (X) (X)),sibling,1,2
909,Julius_Caesar director Tony_Garnier Julius_Caesar musicComposer Diana_Bianchedi Julius_Caesar producer Cecilia_R._Aragon Julius_Caesar producer Tony_Garnier Julius_Caesar runtime 9400  ,Julius_Caesar director Tony_Garnier Julius_Caesar musicComposer Diana_Bianchedi Julius_Caesar producer Cecilia_R._Aragon Julius_Caesar producer Tony_Garnier Julius_Caesar runtime 9400 ,,(X (X) (X) (X) (X) (X)),sibling,1,5
910,Aguiar_da_Beira populationDensity 98.0 Aguiar_da_Beira timeZone UTC+00:20 Aguiar_da_Beira timeZone Northwest_Time_Zone  ,Aguiar_da_Beira populationDensity 98.0 Aguiar_da_Beira timeZone UTC+00:20 Aguiar_da_Beira timeZone Northwest_Time_Zone ,,(X (X) (X) (X)),sibling,1,3
911,Huang_Zongxi birthPlace Karlsruhe Huang_Zongxi birthPlace North_German_Confederation Huang_Zongxi deathPlace United_States Huang_Zongxi nationality United_States  ,Huang_Zongxi birthPlace Karlsruhe Huang_Zongxi birthPlace North_German_Confederation Huang_Zongxi deathPlace United_States Huang_Zongxi nationality United_States ,,(X (X) (X) (X) (X)),sibling,1,4
